-1,68;106,16591666666618
-1,668;105,49375000000073
-1,656;104,82333333333325
-1,644;104,15499999999976
-1,632;103,48824999999916
-1,62;102,82341666666939
-1,608;102,16049999999882
-1,596;101,49941666666716
-1,584;100,84000000000032
-1,572;100,18258333333317
-1,56;99,52699999999946
-1,548;98,87308333333294
-1,536;98,22125000000044
-1,524;97,57108333333274
-1,512;96,92283333333398
-1,5;96,27633333333317
-1,488;95,63175000000011
-1,476;94,98899999999931
-1,464;94,34800000000001
-1,452;93,7090000000004
-1,44;93,07166666666562
-1,428;92,43625000000095
-1,416;91,80266666666617
-1,404;91,17091666666602
-1,392;90,5410000000005
-1,38;89,9129166666677
-1,368;89,2866666666674
-1,356;88,66233333333295
-1,344;88,03966666666688
-1,332;87,41899999999931
-1,32;86,80008333333326
-1,308;86,18300000000063
-1,296;85,56783333333222
-1,284;84,95441666666765
-1,272;84,34283333333299
-1,26;83,73316666666608
-1,248;83,12533333333378
-1,236;82,51916666666634
-1,224;81,91508333333286
-1,212;81,31266666666659
-1,2;80,71216666666689
-1,188;80,11341666666691
-1,176;79,51666666666661
-1,164;78,92158333333292
-1,152;78,32833333333326
-1,14;77,73708333333329
-1,1280000000000001;77,14758333333448
-1,116;76,55983333333373
-1,104;75,9740833333329
-1,092;75,38999999999986
-1,08;74,8079166666671
-1,068;74,22749999999975
-1,056;73,64908333333328
-1,044;73,07241666666654
-1,032;72,49766666666636
-1,02;71,92458333333337
-1,008;71,35350000000008
-0,996;70,78416666666651
-0,984;70,2167500000001
-0,972;69,65108333333342
-0,96;69,08724999999957
-0,948;68,52533333333349
-0,9359999999999999;67,96516666666716
-0,924;67,40691666666673
-0,912;66,85049999999978
-0,9;66,29583333333316
-0,888;65,74308333333369
-0,876;65,19216666666648
-0,864;64,6430833333333
-0,852;64,09574999999984
-0,84;63,55033333333295
-0,828;63,00683333333381
-0,8160000000000001;62,465000000000074
-0,804;61,92508333333352
-0,792;61,3869999999998
-0,78;60,85075000000012
-0,768;60,31633333333329
-0,756;59,78383333333302
-0,744;59,25308333333366
-0,732;58,72408333333314
-0,72;58,19716666666662
-0,708;57,671833333333275
-0,696;57,14849999999992
-0,6839999999999999;56,626916666667114
-0,672;56,107249999999816
-0,66;55,589333333333364
-0,648;55,07325000000006
-0,636;54,55908333333332
-0,624;54,046749999999726
-0,612;53,536166666666745
-0,6;53,02750000000003
-0,588;52,520666666666465
-0,576;52,01558333333322
-0,5640000000000001;51,51250000000043
-0,552;51,01108333333329
-0,54;50,51158333333349
-0,528;50,01391666666654
-0,516;49,51799999999991
-0,504;49,02408333333326
-0,492;48,53191666666663
-0,48;48,04158333333345
-0,46799999999999997;47,55308333333333
-0,456;47,06641666666681
-0,444;46,581583333333356
-0,432;46,09866666666647
-0,42;45,61750000000005
-0,40800000000000003;45,138166666666834
-0,396;44,660749999999915
-0,384;44,18499999999995
-0,372;43,71133333333325
-0,36;43,23933333333329
-0,348;42,769166666666834
-0,336;42,30091666666669
-0,324;41,83441666666661
-0,312;41,369833333333254
-0,3;40,90708333333333
-0,288;40,446166666666564
-0,276;39,987000000000144
-0,264;39,52975000000007
-0,252;39,07433333333332
-0,24;38,620666666666615
-0,228;38,16900000000001
-0,216;37,719083333333295
-0,20400000000000001;37,270916666666686
-0,192;36,824749999999966
-0,18;36,380333333333354
