-0,642;-42,84722222222822
-0,63;-42,69444444446609
-0,618;-42,54861111108173
-0,606;-42,388888888892694
-0,594;-42,23611111113057
-0,582;-42,09027777777049
-0,5700000000000001;-41,92361111106611
-0,558;-41,78472222226163
-0,546;-41,62499999998318
-0,534;-41,472222222245925
-0,522;-41,326388888885845
-0,51;-41,15972222222075
-0,498;-41,01388888888554
-0,486;-40,861111111098545
-0,474;-40,708333333342935
-0,46199999999999997;-40,55555555554369
-0,45;-40,40277777778789
-0,438;-40,24305555557399
-0,426;-40,09722222220147
-0,41400000000000003;-39,944444444434794
-0,402;-39,784722222243204
-0,39;-39,64583333333016
-0,378;-39,47222222222513
-0,366;-39,333333333329854
-0,354;-39,18055555553812
-0,34199999999999997;-39,02083333334571
-0,33;-38,875000000006175
-0,318;-38,71527777777983
-0,306;-38,562499999993435
-0,294;-38,40972222223072
-0,28200000000000003;-38,26388888886844
-0,27;-38,10416666667272
-0,258;-37,951388888895785
-0,246;-37,8055555555588
-0,23399999999999999;-37,63888888888373
-0,222;-37,49305555555967
-0,21000000000000002;-37,34722222221744
-0,198;-37,180555555559955
-0,186;-37,03472222221764
-0,174;-36,888888888888346
-0,16199999999999998;-36,72222222223044
-0,15000000000000002;-36,56944444442983
-0,138;-36,43055555556585
-0,126;-36,26388888889069
-0,11399999999999999;-36,11805555555256
-0,10200000000000001;-35,965277777778
-0,09;-35,80555555555517
-0,078;-35,65972222222004
-0,066;-35,50000000000309
-0,054;-35,35416666666466
-0,042;-35,20138888889099
-0,030000000000000002;-35,03472222222143
-0,018000000000000002;-34,895833333332384
-0,006;-34,743055555555756
0,006;-34,57638888888918
0,018000000000000002;-34,43749999999982
0,030000000000000002;-34,2777777777788
0,042;-34,124999999998344
0,054;-33,979166666668455
0,066;-33,812499999998586
0,078;-33,673611111110496
0,09;-33,50694444444325
0,10200000000000001;-33,36805555556252
0,11399999999999999;-33,201388888882626
0,126;-33,05555555555892
0,138;-32,909722222216004
0,15000000000000002;-32,73611111112141
0,16199999999999998;-32,60416666665512
0,174;-32,43750000000505
0,186;-32,298611111117175
0,198;-32,12499999998935
0,21000000000000002;-31,993055555566354
0,222;-31,819444444438748
0,23399999999999999;-31,687499999996508
0,246;-31,52083333333963
0,258;-31,368055555554708
0,27;-31,222222222211208
0,28200000000000003;-31,062500000014023
0,294;-30,909722222218893
0,306;-30,763888888883976
0,318;-30,60416666667599
0,33;-30,451388888877155
0,34199999999999997;-30,298611111113985
0,354;-30,145833333341653
0,366;-29,999999999999037
0,378;-29,83333333332151
0,39;-29,69444444446265
0,402;-29,527777777753737
0,41400000000000003;-29,388888888907744
0,426;-29,22222222221143
0,438;-29,076388888900638
0,45;-28,923611111101653
0,46199999999999997;-28,77083333333389
0,474;-28,61111111111926
0,486;-28,465277777765838
0,498;-28,312500000003862
0,51;-28,152777777790103
0,522;-28,006944444430168
0,534;-27,847222222228844
0,546;-27,701388888893483
0,558;-27,54166666664568
0,5700000000000001;-27,39583333334225
0,582;-27,236111111118618
0,594;-27,08333333333177
0,606;-26,937500000008992
0,618;-26,77083333331903
0,63;-26,631944444447733
0,642;-26,479166666673173
0,654;-26,312499999995644
0,666;-26,16666666666043
0,6779999999999999;-26,02083333333064
0,69;-25,85416666667937
0,702;-25,708333333324763
0,714;-25,562500000014122
0,726;-25,39583333332416
0,738;-25,249999999988944
0,75;-25,09027777778762
0,762;-24,951388888891604
0,774;-24,784722222226364
0,786;-24,63888888887879
0,798;-24,486111111116664
0,81;-24,326388888886104
0,8220000000000001;-24,173611111108585
0,834;-24,034722222220193
0,846;-23,86111111111568
0,858;-23,722222222232023
0,87;-23,56944444443289
0,882;-23,409722222219205
0,894;-23,25694444445701
0,906;-23,10416666665795
0,918;-22,95833333333506
0,9299999999999999;-22,79861111110682
0,942;-22,645833333336935
0,954;-22,49305555556008
0,966;-22,34027777777331
0,978;-22,187499999998824
0,99;-22,034722222224357
1,002;-21,881944444437565
1,014;-21,729166666675457
1,026;-21,57638888888864
1,038;-21,42361111111419
1,05;-21,263888888875805
1,062;-21,125000000004512
1,074;-20,958333333339223
1,086;-20,805555555552424
1,098;-20,6666666666688
1,11;-20,49305555555192
1,122;-20,361111111121488
1,134;-20,19444444442866
1,146;-20,041666666680133
1,158;-19,895833333320233
1,17;-19,736111111118856
1,182;-19,590277777783644
1,194;-19,42361111110604
1,206;-19,29166666666162
1,218;-19,118055555557106
1,23;-18,97222222222189
1,242;-18,82638888888668
1,254;-18,666666666672956
1,266;-18,513888888886186
1,278;-18,3611111111117
1,29;-18,201388888898016
1,302;-18,062499999989715
1,314;-17,902777777775956
1,326;-17,74305555556227
1,338;-17,60416666665397
1,35;-17,437500000013376
1,362;-17,2916666666658
1,374;-17,13888888888823
1,386;-16,97916666666875
1,398;-16,83333333333013
1,41;-16,673611111104012
1,422;-16,52777777778116
1,434;-16,37500000000675
1,446;-16,21527777776827
1,458;-16,06250000000622
1,47;-15,916666666658646
1,482;-15,756944444457321
1,494;-15,611111111109748
1,506;-15,444444444432072
1,518;-15,305555555560776
1,53;-15,145833333334881
1,542;-14,999999999999519
1,554;-14,833333333334277
1,566;-14,694444444450548
1,578;-14,52777777777302
1,59;-14,381944444437805
1,602;-14,236111111114878
1,614;-14,069444444464292
1,626;-13,92361111108774
1,638;-13,770833333339862
1,65;-13,618055555553164
1,662;-13,458333333339555
1,674;-13,319444444431104
1,686;-13,14583333333895
1,698;-13,013888888894568
1,71;-12,847222222216892
1,722;-12,694444444454767
1,734;-12,54861111109498
1,746;-12,395833333345141
1,758;-12,236111111106663
1,77;-12,0833333333324
1,782;-11,937499999997037
1,794;-11,77777777778328
1,806;-11,624999999996582
1,818;-11,479166666673802
1,83;-11,312499999995978
1,842;-11,173611111112397
1,854;-11,013888888874066
1,866;-10,861111111143968
1,878;-10,70833333331799
1,89;-10,555555555550683
1,902;-10,395833333337073
1,914;-10,25694444444091
1,926;-10,097222222215013
1,938;-9,937500000013543
1,95;-9,791666666653756
1,962;-9,6388888888977
1,974;-9,486111111104785
1,986;-9,326388888891026
1,998;-9,180555555583494
2,01;-9,020833333302235
2,022;-8,87500000000717
2,034;-8,722222222219822
2,046;-8,562500000000634
2,058;-8,409722222219228
2,07;-8,263888888890998
2,082;-8,104166666664199
2,094;-7,9513888888966
2,106;-7,805555555548368
2,118;-7,6458333333353306
2,13;-7,493055555553993
2,142;-7,3402777777801305
2,154;-7,187499999999112
2,166;-7,041666666664277
2,178;-6,875000000004737
2,19;-6,72916666666381
2,202;-6,576388888888757
2,214;-6,423611111108758
2,226;-6,2708333333399455
2,238;-6,118055555550449
2,25;-5,965277777778699
2,262;-5,805555555556199
2,274;-5,65972222222367
2,286;-5,506944444440346
2,298;-5,347222222226038
2,31;-5,201388888888254
2,322;-5,041666666665088
2,334;-4,8958333333332025
2,346;-4,736111111113019
2,358;-4,590277777776374
2,37;-4,43055555555503
2,382;-4,277777777779016
2,394;-4,131944444443491
2,406;-3,9722222222224834
2,418;-3,819444444445563
2,43;-3,666666666665951
2,442;-3,520833333333432
2,454;-3,354166666666224
2,466;-3,2152777777778105
2,478;-3,0486111111111724
2,49;-2,9097222222744037
2,502;-2,7430555555033203
2,514;-2,6041666666667607
2,526;-2,4375
2,538;-2,291666666667922
2,55;-2,138888888886981
2,562;-1,9791666666673067
2,574;-1,833333333333728
2,586;-1,6805555555545615
2,598;-1,527777777779883
2,61;-1,3680555555542424
2,622;-1,2152777777778108
2,634;-1,0694444444429776
2,646;-0,9166666666683443
2,658;-0,7569444444453228
2,67;-0,6041666666647916
2,682;-0,451388888890271
2,694;-0,3055555555550292
2,706;-0,14583333333225856
2,718;0,0
2,73;0,1666666666653961
2,742;0,3055555555550292
2,754;0,47222222222666516
2,766;0,6111111111038412
2,778;0,7708333333361536
2,79;0,9236111111106505
2,802;1,083333333336769
2,814;1,2222222222204129
2,826;1,3888888888918207
2,838;1,5347222222147878
2,85;1,6875000000075264
2,862;1,8402777777698172
2,874;2,0000000000081415
2,886;2,1458333333310637
2,898;2,2986111111054917
2,91;2,458333333337873
2,922;2,6041666666667607
2,934;2,763888888892606
2,946;2,916666666661159
2,958;3,0624999999964473
2,97;3,215277777789299
2,982;3,381944444429872
2,994;3,520833333299054
3,006;3,6736111111517786
3,018;3,8402777777778105
3,03;3,9861111111133143
3,042;4,131944444448227
3,054;4,291666666662445
3,066;4,444444444436385
3,078;4,597222222235852
3,09;4,756944444436681
3,102;4,8958333333332025
3,114;5,055555555558878
3,126;5,215277777773164
3,138;5,361111111120125
3,15;5,513888888882504
3,162;5,666666666669085
3,174;5,82638888888312
3,186;5,972222222230331
3,198;6,124999999992756
3,21;6,2847222222307755
3,222;6,430555555541886
3,234;6,590277777792021
3,246;6,7430555555546405
3,258;6,888888888876915
3,27;7,041666666676711
3,282;7,208333333329139
3,294;7,347222222225546
3,306;7,499999999999408
3,318;7,666666666665359
3,33;7,8125
3,342;7,958333333323511
3,354;8,118055555573532
3,366;8,270833333323978
3,378;8,430555555549404
3,39;8,569444444458336
3,402;8,729166666659019
3,414;8,888888888885862
3,426;9,027777777781067
3,438;9,194444444446983
3,45;9,34027777778151
3,462;9,499999999995966
3,474;9,638888888891273
3,486;9,805555555544801
3,498;9,958333333290575
3,51;10,104166666732075
3,522;10,256944444429003
3,534;10,416666666666568
3,546;10,569444444429617
3,558;10,715277777788616
3,57;10,875000000003173
3,582;11,020833333337578
3,594;11,180555555552155
3,606;11,333333333338022
3,618;11,48611111110099
3,63;11,63194444446007
3,642;11,798611111101605
3,654;11,93749999998431
3,666;12,10416666667516
3,678;12,243055555582563
3,69;12,409722222199424
3,702;12,548611111106654
3,714;12,715277777773126
3,726;12,854166666680335
3,738;13,020833333346681
3,75;13,17361111108297
3,762;13,31250000001712
3,774;13,47916666665665
3,786;13,624999999993015
3,798;13,784722222254905
3,81;13,93055555551713
3,822;14,090277777803864
3,834;14,236111111090832
3,846;14,395833333352677
3,858;14,541666666664387
3,87;14,701388888877062
3,882;14,854166666664854
3,894;15,000000000023684
3,906;15,159722222213837
3,918;15,312499999974762
3,93;15,465277777812114
3,942;15,618055555523721
3,954;15,763888888909465
3,966;15,930555555548885
3,978;16,069444444433724
3,99;16,23611111112694
4,002;16,381944444449942
4,013999999999999;16,534722222181298
4,026;16,687500000069797
4,038;16,840277777706756
4,050000000000001;17,000000000069058
4,061999999999999;17,14583333325943
4,074;17,298611111162607
4,086;17,451388888859004
4,098000000000001;17,611111111161765
4,109999999999999;17,76388888883878
4,122;17,909722222255127
4,134;18,062499999962103
4,146000000000001;18,222222222254327
4,1579999999999995;18,374999999966683
4,17;18,520833333372252
4,182;18,68055555551695
4,194000000000001;18,83333333337139
4,2059999999999995;18,979166666643142
4,218;19,138888888916107
4,23;19,291666666620383
4,242;19,444444444475973
4,254;19,597222222222836
4,266;19,749999999985086
4,2780000000000005;19,902777777794974
4,289999999999999;20,055555555538415
4,302;20,215277777791023
4,314;20,354166666661925
4,3260000000000005;20,513888888886854
4,337999999999999;20,673611111118568
4,35;20,81944444443119
4,362;20,972222222242117
4,3740000000000006;21,13194444443014
4,385999999999999;21,27777777777106
4,398;21,4305555555721
4,41;21,59027777777315
4,422000000000001;21,736111111094754
4,433999999999999;21,895833333351575
4,446;22,041666666663495
4,458;22,201388888877432
4,470000000000001;22,35416666668702
4,481999999999999;22,499999999979757
4,494;22,659722222230922
4,506;22,812500000006626
4,518000000000001;22,965277777753496
4,529999999999999;23,118055555609995
4,542;23,263888888820997
4,554;23,430555555612244
4,566000000000001;23,569444444392907
4,577999999999999;23,729166666714733
4,59;23,888888888864408
4,602;24,034722222240767
4,614000000000001;24,180555555508413
4,6259999999999994;24,347222222271288
4,638;24,493055555528162
4,65;24,652777777797425
4,662000000000001;24,791666666648272
4,6739999999999995;24,95833333335186
4,686;25,111111111070166
